id,SMILES,Tm,token_count
1437,ClC(Cl)(F)c1ccccc1,246.35,16
1937,COc1cc(OC)cc(OC)c1,327.65,18
2473,C=CC1=CC=CO1,179.15,12
2479,CCCCCCC(c1ccccc1)c2ccccc2,287.15,25
1398,CC12C=CC(CC1)C2(C)C,386.15,19
319,CCc1ccccc1O,291.15,11
2801,BrCC(CBr)(CBr)CBr,436.15,13
1871,N#CC(=O)c1ccccc1,305.65,16
2395,CCCCCCCCCCC,247.55,11
2398,C=C1CCC1,138.45,8
1963,CC=CC(=O)OC,231.15,11
1726,CCCC=CC,175.15,7
269,c1ccc2c(c1)Nc3ccccc23,519.35,21
39,O=C(O)CCCCC1SSCC1,333.65,17
135,BrCC(Cl)(Cl)Br,247.15,10
658,CCOC(=O)OCC,230.15,11
1981,CSCC,167.25,4
2999,Cc1cccc(N=Cc2ccccc2)c1,304.15,22
2193,CCCC(c1ccccc1)c2ccccc2,300.15,22
143,OCC(F)(F)F,229.65,10
671,CCCOC(=O)CC,197.25,11
1353,COS(=O)(=O)F,178.15,12
1044,Oc1cccc(c1)C(=O)C,369.15,17
1110,NCCCCCCCCCCCC,301.45,13
2000,Ic1cccc(C)c1,245.95,12
2820,C=CCCCCCCCCCCCCCCCCCC,301.65,21
1667,CCCC(C)C(C)C,152.0,12
1969,CCCCCCCOC(=O)CCCCCC,240.15,19
1874,CCOC(=O)c1cnccc1,281.65,16
2661,CNc1cccc2ccccc12,447.15,16
2859,COC(=O)c1ccc(O)c(OC)c1,337.15,22
858,NCCCCC,218.15,6
2006,CCCCCCC(=O)OC(=O)CCCCCC,260.75,23
638,N#Cc1ccc(C)cc1,302.65,14
2484,CCCCCCCCCCCCCCCC(C)C,278.85,20
310,CCC(C)c1ccccc1O,289.15,15
1588,Clc1ccc(N)c(Cl)c1,336.65,15
428,Cc1ccc(N)c(C)c1,258.85,15
895,NCCCCCC,250.25,7
1887,Brc1ccc(Br)c(C)c1,278.75,15
1923,O=N(=O)c1cccc(c1)N(C)C,333.65,22
547,CCc1ccccc1,178.25,10
2594,C#CC(O)C,270.15,8
2037,CCOOCC,203.15,6
3258,CCCC(C)c1ccccc1,203.15,15
2824,BrCCCCCCCCCCCCCCCCC,305.15,18
2126,Cc1ccc(cc1)c2ccccc2,322.65,19
2508,ClC=C(Cl)C(Cl)=CCl,269.15,14
2209,C#CCCCCCCCCCC,254.15,13
155,OC(C)(C)C(O)(C)C,316.15,16
2809,O=C(O)C1=CCCc2ccccc12,398.15,21
3241,CCC(=O)C(=C)C,203.65,13
2726,NCCCCCCCCCCCCCCC,310.45,16
3168,CC1=NNC(C)=C1Cl,390.65,14
2199,CCC(=C)CC,141.65,9
3088,ClC#CCl,207.15,5
450,BrCC(Br)CBr,290.05,8
204,NCC(O)C,298.15,7
573,c1ccc(cc1)OP(Oc2ccccc2)Oc3ccccc3,298.15,32
2073,C#CCCCCCCCCCCCCCCCC,295.65,19
1919,COC(=O)c1cccc(I)c1,327.65,18
1812,Nc1cccc(N)c1N,376.15,13
2656,CC1CCCCC1C,223.25,10
514,CC(C)c1cccc(c1)C(C)C,210.05,20
1851,Clc1ccc2ncccc2c1,316.95,15
209,CCC(=O)Cl,179.15,8
1913,O=C(Br)c1ccccc1,249.15,14
235,O=N(=O)C(C)C,181.85,12
2161,FC(F)(F)C#CC(F)(F)F,155.75,19
3247,CCCCCCCCCc1cccc2ccccc12,281.15,23
1889,Oc1ccc(C)c(Cl)c1,328.65,15
2124,Cc1ccccc1c2ccccc2,272.95,17
1326,FCCO,246.75,4
338,OC(c1ccccc1)c2ccccc2,342.15,20
2838,Clc1nccc(C)c1,388.15,12
2787,BrC1=CC(Br)=C(Br)S1,302.15,16
1656,Brc1ccccc1Br,280.25,10
2760,CCc1c(C)cccc1C,256.95,14
99,ClC(Cl)Br,216.15,6
2796,CCCCc1ccccc1O,253.15,13
11,O=C(N)c1ccccc1,402.25,14
1055,O=C(C)Oc1cccc(C)c1,285.15,18
1705,Brc1cccc(C)c1,233.35,12
503,O=C(Cl)c1ccccc1,272.15,14
1692,CCCCCC(O)CC,228.15,11
675,Brc1ccc(O)cc1,339.55,12
1358,ClC=C(Cl)C(F)(F)F,163.95,15
2579,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,200.25,18
1050,COc1ccc(cc1)C(=O)OC,322.15,19
657,CCOC(C)OCC,173.15,10
1633,Cc1cc(C)c2ccccc2c1,267.15,18
1134,Clc1cc(N)c(Cl)c(c1)C(=O)O,473.15,23
1885,Brc1ccc(Br)c(Br)c1,317.65,15
363,OCCN(CC)c1ccccc1,310.15,16
730,CC(C)OP(=O)(F)C,216.15,15
3098,BrBr,265.9,2
954,C=CCCCCCCCCC(=O)O,297.65,17
540,O=C(Cl)c1ccc(cc1)C(=O)Cl,356.65,22
2009,Brc1cc(Br)cc(O)c1,354.15,15
3079,CC=CCC(C)C,148.85,10
1460,CCCOCOCCC,175.85,9
660,CCCOC(=O)CCC,177.95,12
3046,CCCCCCC(O)CCCCC,303.15,15
372,c1ccc2Sc3ccccc3Sc2c1,432.45,20
1900,COC(=O)OC,273.65,9
2452,O=C1C=COC1C,291.15,11
3277,CCC#CC(C)C,156.45,10
1702,CCCCC(C)(C)C,152.05,12
2022,CCCON(=O)=O,173.15,11
656,N#CCC(=O)OCC,250.65,12
524,Oc1ccc(cc1)C(C)C,335.45,16
981,C=CC,87.95,4
1800,COC(=O)c1ccccc1C(=O)c2ccccc2,325.15,28
2852,O=C1CCC(=C1)c2ccccc2,250.15,20
1600,C=C(Br)C,147.15,7
116,O=N(=O)C,244.65,8
2204,OCC#CC,270.95,6
1979,ClCCI,257.55,4
2096,Clc1ccc(Cl)c(Cl)c1Cl,320.65,16
358,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,405.65,26
391,OCC(O)c1ccccc1,340.65,14
2591,NCCCCCCCCCCCCCC,356.25,15
1841,CN(c1ccccc1)C(=O)N(C)c2ccccc2,395.15,29
281,Cc1c(C)c(C)c(C)c(C)c1C,439.65,22
3150,C[Si](C)(C)C#C[Si](C)(C)C,299.15,19
1636,Cc1cccc(C)c1O,318.85,13
616,O=C(O)Cc1ccccc1,349.85,15
2537,CCCCCCCCC(=O)OC,486.65,15
3163,N#CC(C)OC(=O)C,198.15,14
1255,C1CCCCCCC1,287.95,10
1618,CCC(C)C(C)(C)C,160.95,14
3030,CCCCC=CC,164.0,8
1651,c1ncc(cc1)c2cnccc2,341.15,18
757,O=C(C)OC(=O)C,200.15,13
1149,Nc1cc(C)c(C)cc1C,341.15,16
1127,O=C1CCC(=O)N1Cl,423.15,14
3219,Cc1ccc2N=C(C)C(C)c2c1,394.65,21
1436,C1=CC2CCC1C2,318.15,12
2602,CCCCC1CCCC1,165.15,11
723,ON=CC,318.15,5
1225,c1cc2cccc3C=Cc(c1)c23,365.65,21
838,C1=CC=CS1,233.75,9
663,CCCCOC(=O)C=CC(=O)OCCCC,188.15,23
3018,CCC1CCC(C)CC1,192.35,13
767,Clc1cccc(C)c1,225.35,12
832,C=COC=C,172.15,7
1808,Cc1ccc(Cl)c(O)c1,329.15,15
3290,COc1ccc(C)c(N)c1,320.15,16
128,ClC(Cl)(F)F,115.15,9
2881,O=N(=O)N(C)C,331.15,12
2302,O=C(Cl)C(=C)C,213.15,12
2243,COS(=O)(=O)Cl,203.15,12
2072,CCCCCCCCOCCCCCCCC,265.55,17
2280,O=C1CCCN1C,249.15,10
2611,Brc1ccc(cc1)Oc2ccc(Br)cc2,333.65,23
1732,O=COCCCC,181.65,8
316,OCc1ccccc1C,311.15,11
1647,Brc1ccc2ccccc2c1,332.15,15
2563,CCC(Br)CC,146.95,8
1543,O=C(N)CC(C)C,410.15,12
550,NCc1ccccc1,283.15,10
3262,Oc1ccc2cccc(Cl)c2c1,374.15,18
581,Nc1ccc(cc1)Oc2ccc(N)cc2,462.15,23
1238,c1ccc2C=NNc2c1,421.15,14
875,CCSSCC,171.65,6
2485,CCCOCC(O)C,193.15,10
1666,O=C=Nc1ccc(C)c(N=C=O)c1,293.65,23
3285,CCc1cccc2CCCCc12,228.65,16
3254,CCCCC=CCCCCC,196.15,12
91,FCF,137.15,3
1873,CNC(=O)c1ccccc1,355.15,15
1797,O=N(=O)c1cccc(N(=O)=O)c1C,339.15,25
236,O=C(C(Cl)(F)F)C(F)(F)F,140.15,21
108,FC(F)C,156.15,6
677,Clc1ccc(C)cc1,280.65,12
3249,FC(F)OC(Cl)C(F)(F)F,321.65,18
913,NCCCCCCC,255.15,8
1929,CCC(=O)Nc1ccccc1,378.65,16
3023,Brc1cc(Br)c(C)c(Br)c1,343.15,18
2982,CCCCCCC(=O)OCCCC,205.65,16
3319,CCCCCCCCCc1ccc2ccccc2c1,285.15,23
473,CC=Cc1ccc(O)c(OC)c1,263.15,19
3166,CCCCCC(=C)C,183.15,11
2042,C#CCCCCC,192.15,8
3011,O=C(OC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,307.15,22
2389,CCCCCCOC(=O)CCCC,210.05,16
218,CNC(=O)C,301.15,8
982,COC,131.65,3
2507,CCCCc1cccc2ccccc12,253.35,18
1815,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,359.15,19
1405,O=C1c2ccccc2c3ccccc13,357.15,21
41,COP(=O)(OC)OC=C(Cl)Cl,279.15,19
1893,CCOC(=O)C(=O)CC(=O)C,291.15,20
2129,CC(C)c1ncccc1,132.15,13
1328,Fc1cccc(O)c1,286.85,12
2668,N#Cc1cccc(N)c1,327.45,14
3095,O=S(Cl)Cl,168.65,7
1784,O=NN(C(C)C)C(C)C,321.15,16
2588,CCc1ccccc1Br,205.25,11
936,CCCCCCCCCC(=O)Cl,238.65,15
755,O=C(C)OC(C)C,199.75,12
763,Clc1cccc(Br)c1,251.65,12
3154,CCCCC=CCC,147.15,9
330,Nc1ccccc1c2ccccc2,324.15,17
2830,Clc1ccc(cc1)C(C)c2ccc(Cl)cc2,329.15,26
1964,CCCCCCCC(=O)OC(=O)CCCCCCC,272.15,25
3056,CC1CCCCC1(C)C,244.15,13
2322,Cc1cccc2C=CNc12,358.15,15
1560,O=C(Cl)CCC(=O)Cl,293.15,14
968,OCCOCCOCCCCCC,233.15,13
1286,FCc1ccccc1,238.15,10
203,ClCC(=O)C,228.65,8
347,CC1=C(C)c2ccccc2N1,379.15,18
417,Clc1ccccc1Cl,256.45,10
1202,Oc1cccc2cccnc12,348.65,15
285,OCC(O)C(O)C(O)CO,366.65,16
1107,CCCCOCCOCCOC(=O)C,241.15,17
3080,CCCCC=CCCCC,200.15,11
1899,CCC(S)CC,162.35,8
1628,Cc1cccc2c(C)cccc12,355.15,18
977,CCCCCCCCC=CCCCCCCCC(=O)O,318.15,24
1351,ClCC(F)(F)C,216.95,10
2559,CCCCCCCCCCC1CCCC1,251.15,17
3283,CC(CC1CCCCC1)C2CCCCC2,251.15,21
554,O=CC1CC=CCC1,275.15,12
284,CCCCOC(=O)C(O)C(O)C(=O)OCCCC,295.15,28
452,CCC(C)CC,110.25,8
2371,C=Cc1ccc(Cl)cc1,289.05,14
303,Cc1ccc(C)c(c1)N(=O)=O,248.15,21
454,OCC(N)CC,271.15,8
611,CCNc1ccccc1,209.65,11
2097,Clc1ccc(N)c(Cl)c1Cl,346.15,16
1112,CNC,180.95,3
2620,CCCCCCC(O)CCC,262.15,13
824,SCCCC,157.45,5
718,C#CCO,221.35,5
2846,O=C(C)CC(=C)C,200.55,13
256,CCOC(=O)c1ccccc1C(=O)OCC,232.65,24
883,O=C(O)CCCC(=O)O,370.95,15
3270,Clc1cccc(C)c1Cl,279.15,13
2467,OC1(C)CCCC1,309.15,11
17,CCCCCCCCCCCCCCCC(=O)O,612.15,21
819,N#CCCC,161.25,6
1947,CCOc1ccc(Cl)cc1,294.15,14
2285,CCc1ccc(C)cc1C,210.25,14
2429,CCC1CC1,123.95,7
3106,O=S(=O)(Cl)O,193.15,11
2470,O=C(C)C1=CCSC1,333.15,14
1175,CC1CNCC(C)O1,185.15,12
2749,FC(F)=C(Cl)C(F)(F)F,143.15,18
2136,O=C(O)CCC(C)C,240.15,13
1375,O=C(F)c1ccccc1,245.15,14
3036,CC(C)(C)Oc1ccccc1,249.15,17
112,ClC(F)F,115.75,6
2401,O=C1CCC(=O)N1C,344.15,14
952,CCOCCOCCOCC,228.15,11
538,COc1ccc(cc1)N(=O)=O,327.15,19
2680,Fc1cc(F)cc(c1)N(=O)=O,290.15,21
2049,BrCCCCCCBr,270.85,8
1091,O=CC=CC,197.15,7
549,ClCc1ccccc1,228.15,10
1966,CCNC(=O)NCC,385.65,11
1114,OCC(N)(C)C,298.65,10
1192,SCCCCCCCCCC,247.15,11
2147,ClC(F)(F)C(Cl)(Cl)C(Cl)(F)F,230.25,23
1720,C=CCC=C,124.35,7
104,SC(C)C,142.65,6
513,O=N(=O)c1ccc(Cl)c(Cl)c1,316.15,21
3261,Clc1ccc(Cl)c(I)c1,295.15,15
3223,CCCCCCCCCCCCCCCCCCCC1CCCCC1,318.15,27
731,C[Si](C)(C)O[Si](C)(C)C,207.15,17
2967,CCC(C)(CC(=O)O)CC(=O)O,360.15,22
2119,CCCCCCCCCCCCC(=O)O,585.55,18
756,O=C(C)OC(=C)C,180.25,13
144,C=C[Si](Cl)(Cl)Cl,178.15,11
2416,COc1ccc(cc1OC)C(=O)C,324.15,20
1696,C=C=CC,136.95,6
385,CCOc1ccc2ccccc2c1,310.65,17
2181,CCc1cc(O)cc(C)c1,324.75,16
1321,Nc1ccc(F)c(Cl)c1,318.65,15
769,Clc1cccc(O)c1,305.75,12
1571,CCCCCCCCCCCCCCCC,291.25,16
308,O=N(=O)c1cc(Cl)c(Cl)cc1Cl,330.65,22
151,O=C(O)C(Cl)(Cl)Cl,330.65,14
219,COC(=O)C,175.15,8
3192,CC(C)(C)c1cccc2ccccc12,261.85,22
1931,CCOC(=O)C(=Cc1ccccc1)C(=O)C,333.65,27
1207,COc1cccc(O)c1,256.15,13
70,Clc1ccc(cc1)C(C(Cl)Cl)c2ccc(Cl)cc2,382.65,30
1389,Nc1cnccc1,337.65,9
1982,O=NOC,257.15,5
3082,CCCCCCC(=O)OCCCCC,223.15,17
3094,CC1CCC(C)C(C)C1,189.65,15
3176,CC(C)=CCCC=C(C)C,198.75,16
1094,O1CCOCC1,284.95,8
745,COCC(O)C,131.15,8
2333,C1CCC2C(C1)Nc3ccccc23,393.15,21
1850,OCc1ccccc1N(=O)=O,347.15,17
615,O=C(C)Cc1ccccc1,258.15,15
1355,FCC(F)F,189.15,7
820,N#CCC=C,186.15,7
1845,ClCc1ccccc1CCl,328.15,12
1817,Oc1cc(Cl)c(Cl)c(Cl)c1,374.15,18
1017,Nc1ccc(cc1C)c2ccc(N)c(C)c2,404.65,26
783,Cc1cc(C)cc(C)n1,227.15,15
335,Brc1ccc(cc1)C(=O)c2ccccc2,355.65,24
1779,COC(=O)C(Cl)(Cl)Cl,255.65,15
870,O=COCCC,180.25,7
768,Clc1cccc(N)c1,262.75,12
600,CCCCC(CC)COC(=O)C,193.15,17
232,O=C(O)C(=C)C,289.15,12
2909,CCCCCCC1CCCC1,200.15,13
2030,O=N(=O)CCC(C)C,370.15,14
3002,CC(C)(C)c1ccccn1,240.15,16
1275,FCCCCCCCCCC,238.15,11
1245,C1CCC1,182.55,6
31,OCCc1ccccc1,246.15,11
1892,Nc1ccc(N)c(N)c1,370.45,15
33,CCCCCC=CCC=CCCCCCCCC(=O)O,638.35,25
1587,Cc1ccc(C)c(Br)c1,282.15,15
580,Nc1ccc(cc1)Cc2ccc(N)cc2,365.65,23
1165,CCCCCCC(O)CC=CCCCCCCCC(=O)O,278.65,27
937,CCCCCCCCOC(=O)C,234.65,15
339,COc1cccc(OC)c1O,329.65,15
2025,ClCCCO,253.15,5
145,O=C(C)C(C)(C)C,220.65,14
665,OCC=C(C)CCC=C(C)C,258.15,17
395,Clc1ccc(OC(C)C(=O)O)c(C)c1,367.65,25
510,Cc1cc(C)cc(c1)N(=O)=O,348.15,21
3320,BrC(C)C(Br)(Br)C,274.95,13
911,C=CCCCCCC,171.45,9
792,Clc1ccccc1,227.95,9
2699,CCOC(=O)CC(=C)C(=O)OCC,331.65,22
2725,CCCCOCOCCCC,215.05,11
3112,O=Cc1cc(Cl)cc(Cl)c1,338.15,17
3049,Nc1ccc(Br)c(C)c1,354.15,15
3207,CCC(C)CC(O)CC,181.95,13
2217,CC1=C(C)CCC1,182.75,12
922,BrCCCCCCCC,218.15,9
445,CCOC(=O)C(=O)OCC,232.55,16
799,Cc1cnccc1,255.05,9
2464,CCCCCCCCCCCCCCCCc1ccccc1,300.15,24
793,NC1CCCCC1,255.45,9
1331,FCCCCCC,170.15,7
568,CCN1CCOCC1,209.15,10
1077,CCCCCCCCC(=O)OCC,500.15,16
1370,CCOC(=O)c1ccc(F)cc1,299.15,19
1973,CCCCC(=O)OC,182.15,11
2418,CCCCc1ccc2ccccc2c1,268.15,18
1629,O=C(C)N(C)c1ccccc1C,328.65,19
1379,CCOc1ccc(F)cc1,264.65,14
3260,OCCCCCCCCCCCCCCCC,322.65,17
1223,c1ccc2c(c1)c3cccc4cccc2c34,380.95,26
3042,Cc1cccc(C)c1Cl,238.15,13
1483,CC1=CC(=O)C(C(=O)C)C(=O)O1,382.15,26
976,CCCCOCCOCCOCCCC,213.15,15
1037,O=N(=O)c1cc(ccc1Cl)C(F)(F)F,270.65,26
2480,Brc1cncc2ccccc12,314.65,15
1125,C#CC(O)(C)c1ccccc1,325.45,18
240,CCC(C)(C)c1ccc(O)cc1,368.15,20
1302,O=C(N)C(F)(F)F,345.65,14
1717,CCCCC(=O)C,217.65,10
1349,FC(F)(F)C,161.85,9
2645,CC(C)c1ccc(O)c(O)c1,351.15,19
2759,NCCCCCCCCCCCCC,300.55,14
83,C=CCl,119.45,4
1706,Brc1cccc(I)c1,263.85,12
2428,O=C1CCC1,222.25,8
2691,C=C(C)c1ccc(cc1)C(C)C,242.55,21
1181,OC(C)(C)C#CC(O)(C)C,368.15,19
449,c1ccc(cc1)C2OC2,237.55,15
874,OCCOCC,203.15,6
1467,CC1(C)C2CC3C(C2)C13C,340.65,20
1304,ClC(Cl)(Cl)C(F)(F)F,287.35,16
2114,CC1CCCC(C)C1,197.55,12
1769,C=C=C(C)C,159.55,9
1872,ON=C(C)c1ccccc1,333.15,15
1623,O=C(O)C(Br)C(C)C,317.15,15
490,Oc1cccc(c1)C(F)(F)F,271.35,19
748,C=COC(=O)C,179.95,10
1248,N1=CC=CN1,341.15,9
1847,C=Cc1ccccc1OC,302.15,13
2328,ClCC(=O)c1ccc(Cl)cc1,374.65,18
774,Cc1cncc(C)n1,320.65,12
1189,CCCCOCCCC,177.95,9
2873,COCC(=O)c1ccccc1,281.15,16
388,COc1cc(Cl)ccc1N,325.15,14
2080,CCCCCCCCCCCCCCCCCCCCCCCCCC,329.55,26
289,CCC(CC)C(=O)O,241.35,13
2983,OC1CCCC(C)C1,267.65,12
2201,CCCC(=O)N(C)C,233.15,13
1526,O=C(C)Nc1ccc(Cl)cc1,452.15,18
1870,O=C(C)c1ccccc1N,293.15,15
2596,Cc1cncnc1,303.65,9
2118,O=COCCCCC,199.65,9
461,CC1CCCC1,130.65,8
2221,CSCc1ccccc1,243.15,11
2889,CC1CCCC1(C)C,251.55,12
673,Brc1ccc(C)cc1,301.65,12
1256,C1CCCCCCCCC1,283.15,12
2400,CC1OCOCC1,228.65,9
3068,O=C(O)CCOc1ccccc1,370.65,17
2191,O=C(C=CC1=CC=CO1)c2ccccc2,320.15,25
872,OCCSCC,173.15,6
2696,Cl[Si](C)(C)O[Si](Cl)(C)C,235.65,17
412,CC1=Cc2ccccc2N1,334.15,15
941,NCCCCCCCCC,272.15,10
569,C=Cc1cccc(C)c1,186.85,14
2713,Clc1ccc(cc1)Oc2ccc(Cl)cc2,303.15,23
1985,CC(C)CC(O)(C)C,253.15,14
1327,Fc1cccc(F)c1,204.15,12
1643,COc1ccccc1Br,275.65,11
2681,Cc1ccc(cc1)N=Cc2ccccc2,308.15,22
1544,O=C(O)C=C(C)C,342.65,13
1006,Brc1cc(Br)c(O)c(Br)c1,368.65,18
3228,COC(=O)c1cc(C)ccc1O,272.15,19
2374,CCCc1ccc(C)cc1,209.55,14
1185,O1CCCCC1,228.15,8
2438,N#Cc1ccc(F)cc1,307.95,14
3305,CCC(C1CCCCC1)C2CCCCC2,249.65,21
3015,C1CCC(CC1)CCCCC2CCCCC2,285.15,22
1613,ClCC(=C)C,193.15,8
3180,CCC(C)C(C)(C)CC,171.95,15
2794,CC(C)(C)C1CCCCC1,231.95,16
2195,ClCC(C)(C)C,253.15,10
275,Clc1cccc(N)c1C,274.15,13
570,O=Cc1cccc(O)c1,381.15,14
1809,Clc1cccc(N)c1Cl,297.15,13
3250,CCCCCCCCCCC(O)CCC,311.15,17
2406,Clc1cc(C)c(Cl)cc1C,344.15,16
1257,C1CCCCCCCCCCC1,333.55,14
2293,CCc1ccc(CC)c(CC)c1,228.25,18
813,BrCCCC,160.75,5
118,CC1NC1,208.15,6
21,OCC(O)C,213.15,7
152,O=C(O)C(Cl)(F)F,298.15,14
1048,O=N(=O)c1cccc(c1)C(=O)C,354.15,23
2359,CCC(C(C)C)C(C)C,150.75,15
1106,O=CCCCCCCC,250.15,10
313,Cc1ccc(N(=O)=O)c(C)c1,282.15,21
800,CN1CCNCC1,409.15,9
213,ClCC(=O)N,394.15,8
3040,CCCCCCCCCCCc1ccccc1,268.15,19
2525,CC(C)CC1CCCCC1,178.15,14
1674,Brc1ccc(cc1)N(=O)=O,400.15,18
1188,CCCCCCOC(=O)C,192.25,13
2823,C1CNc2ccccc2N1,372.15,14
1007,O=C(O)c1ccccc1C,376.85,15
180,C#CC1(O)CCCCC1,304.65,14
190,C=CC(=C)C,127.25,9
2145,O=C1OC(=C)C1,266.65,12
1271,Fc1ccc(cc1)c2ccccc2,347.35,19
2551,Clc1ncc(C)c(Cl)n1,299.15,15
2048,CCCCCCCC(=O)N,381.15,13
1216,ClC=CCl,193.15,5
686,Brc1ccc(S)cc1,346.15,12
2840,C=CCCCCC=C,203.15,10
1365,Fc1ccc(N(=O)=O)c(F)c1,282.95,21
2178,O=Cc1ccc(C)cc1O,333.65,15
803,CC1CNCCN1,335.15,9
2757,OCCCc1ncccc1,307.15,12
3013,COc1cccc(c1)c2cccc(OC)c2,309.15,24
2733,CCOC(=O)NCc1ccccc1,322.15,18
1179,ClCCCCl,173.65,5
2100,CC(C)c1cc(C(C)C)c(cc1C(C)C)C(C)C,391.55,32
2642,Clc1cccc(c1)C(Cl)(Cl)Cl,273.75,19
771,Nc1cccc(N)c1,336.65,12
3034,O=Cc1ccccc1Br,294.65,12
1274,CCCCCCCCCC(=O)O,541.85,15
2483,Cc1ncnc(C)c1,298.15,12
853,BrCCCCBr,256.65,6
1989,CCCC(Cl)C,193.15,8
45,OCC,159.05,3
1359,ClC(F)=C(Cl)C(F)(F)F,136.15,18
2027,ClCCOC,218.15,5
384,CC=Cc1ccc(OC)c(OC)c1,291.15,20
26,CCN(CC)C(=O)c1cnccc1,298.15,20
2153,O=C(C(F)(F)F)C(F)(F)F,148.15,21
2598,C=Cc1ccc(Br)cc1,280.85,14
1450,Oc1cc(O)cc(C)c1,380.65,15
1335,O=C(O)C(F)F,272.15,11
2184,O=C(O)CCC1CCCCC1,289.15,16
729,OC(C)CC(O)(C)C,223.15,14
2730,CC1CCC(C)C1C,156.75,12
2581,O=CC1=CC=C(Br)O1,356.65,15
632,CCCCCCCCCCc1ccccc1,258.75,18
2327,c1ccc(cc1)N2N=CCC2,325.15,18
2059,OCCCCCCCO,295.65,9
1616,O=C(C)C(C)C,181.15,11
2207,CCCCCCCCC(=O)Cl,212.65,14
1977,COC(=O)C=CC(=O)OC,254.15,17
341,C1CCC2CCCCC2C1,230.15,14
930,CCCCNCCCC,211.15,9
2197,O=C(O)C(=O)C(C)C,304.65,16
3238,O=Cc1cccc(O)c1O,381.15,15
1655,Cc1ccc2ccc(C)cc2c1,370.15,18
2289,CN1CC(C)c2ccccc12,415.15,17
3178,CCCC(C)(C)C(C)C,156.35,15
876,C1CCCCC1,279.75,8
2018,CCCCC(O)C,223.0,9
965,OCCCCCCCCCCCC,297.15,13
1789,c1ccc(cc1)N(c2ccccc2)c3ccccc3,400.15,29
221,COC(=O)Cl,212.15,8
1749,BrCC(Br)(C)C,283.65,10
866,N#CCCOC,210.6,7
1427,C1CCC2CCCC2C1,220.15,13
2630,C=Cc1ccc(cc1)C(C)C,228.45,18
2109,CC=Cc1ccccc1,246.05,12
1653,O=C(C)OC(OC(=O)C)c1ccccc1,319.15,25
3271,C1CNC(CC1)Cc2ccccc2,305.15,19
282,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1O,447.15,22
1168,NCCO,283.65,4
2637,C1CCC2C(C1)CCC3C4CCCCC4CCC23,388.15,28
728,CC(C)=CC(C)(C)C,166.85,15
52,COS(=O)(=O)C,293.15,12
591,ClCc1ccc(Cl)c(Cl)c1,310.65,16
2294,Cc1cc(cc(C)c1O)C(C)(C)C,355.55,23
2102,c1ccc(cc1)N2C=CC=C2,335.15,19
3027,CCCCCCOC(=O)CCCCC,218.15,17
2415,Oc1ccc(cc1)C2CCCCC2,406.15,19
596,OCCN(CCO)CCO,293.65,12
597,O=C(C)OCC(COC(=O)C)OC(=O)C,351.15,26
1875,Cc1ccc(cc1)OC(=O)c2ccccc2,344.65,25
1166,CCOC(=O)CCCCC(=O)OCC,253.35,20
2054,OCCCCCCO,318.15,8
1131,COC(=O)c1ccccc1C(=O)OC,278.65,22
1490,Oc1cc(O)c(C)c(C)c1,409.15,18
2341,CC[Si](CC)(CC)O[Si](CC)(CC)CC,199.57,23
2904,CCC(=O)C(=O)CC,263.15,14
791,Cc1ccncc1,276.81,9
277,Cc1cccc(C)c1N,284.35,13
137,CCC(C)(C)C,174.15,10
932,CCCCCCCCC(=O)O,527.65,14
1501,c1ccc2cc(ccc2c1)Nc3ccc4ccccc4c3,445.35,31
1129,Oc1c(cccc1C(C)(C)C)C(C)(C)C,312.15,27
901,OCCNCCO,301.15,7
667,CCCC(=O)OC(=O)CCC,198.15,17
354,O=C1C=Cc2ccccc2O1,344.15,17
2074,CCCCCCCCCCCCCCCCCCC,305.25,19
1556,N#CCCCl,222.15,6
2887,c1ccc(cc1)CN2C=NC=C2,342.15,20
1482,c1ccc(cc1)C(c2ccccc2)c3ccccc3,367.15,29
1122,ClC(Cl)=C(Cl)Cl,250.85,11
1576,COC(=O)C(C)C,188.45,12
1,Clc1ccc(Cl)c(c1)C(=O)O,427.55,20
1031,Oc1ccccc1O,378.15,10
56,O=C(C)C,178.35,7
1958,COc1ccc(Cl)cc1,255.15,13
1519,COc1cccc(N)c1,272.15,13
345,COc1ccccc1N(=O)=O,283.65,17
182,CCOP(=O)(OCC)OCC,216.75,16
760,O=C1C=CC(=O)O1,325.95,14
1154,C=C(C)C1CCC(O)(C)CC1,305.65,20
255,c1ccc(cc1)c2ccccc2c3ccccc3,329.35,26
2317,O=C1C=CCCC1,220.15,11
1586,COC(=O)C(=O)OC,327.45,14
472,C=CCc1ccc(O)c(OC)c1,265.65,19
1431,Cc1ccc(N)c(N)c1,362.65,15
1109,O=CCCCCCCCC,255.15,11
1920,CCOC(=O)c1cccc(c1)N(=O)=O,320.15,25
2861,BrC1=C(Br)C(Br)=C(Br)S1,390.65,19
172,CCC(O)(C)CC,249.55,11
822,N#CCC#N,305.15,7
177,OCC(C)(CO)CC,313.45,12
2520,CCCCCCCC(=O)c1ccccc1,295.95,20
3076,Clc1ccc(C)c(Cl)c1Cl,316.65,16
1217,NCCCO,284.15,5
910,CCCCCCCC,216.35,8
